,Date,total_d,total_n,floyd_d,floyd_n,pbp_d,pbp_n,350_d,350_n,abe_d,abe_n
347,12/13/20,258.6386667,45.06666667,0,0,24.66666667,1.266666667,0,0,0,0
348,12/14/20,262.5426667,45.46666667,0,0,24.66666667,1.266666667,0,0,0,0
349,12/15/20,332.2566667,45.93333333,0,0,24.66666667,1.266666667,0,0,0,0
350,12/16/20,318.05,44.8,0,0,24.66666667,1.266666667,0,0,0,0
351,12/17/20,289.6053333,41.2,0,0,24.66666667,1.266666667,0,0,0,0
352,12/18/20,2295.716,32.66666667,0,0,24.66666667,1.266666667,0,0,0,0
353,12/19/20,2288.562667,26.73333333,0,0,24.66666667,1.266666667,0,0,0,0
354,12/20/20,2285.854667,22.33333333,0,0,24.66666667,1.266666667,0,0,0,0
355,12/21/20,2324.378667,19.6,0,0,24.66666667,1.266666667,0,0,0,0
356,12/22/20,2327.935333,17.13333333,0,0,24.66666667,1.266666667,0,0,0,0
357,12/23/20,2376.422667,16.46666667,0,0,24.66666667,1.266666667,0,0,0,0
358,12/24/20,2435.511333,16.06666667,0,0,24.66666667,1.266666667,0,0,0,0
359,12/25/20,2487.865333,15.4,0,0,24.66666667,1.266666667,0,0,0,0
360,12/26/20,2553.437333,13.86666667,0,0,0,0,0,0,0,0
361,12/27/20,2584.292,13.93333333,0,0,0,0,0,0,0,0
362,12/28/20,2616.772,14,0,0,0,0,0,0,0,0
363,12/29/20,2917.477333,14.8,0,0,80,0.8,0,0,0,0
364,12/30/20,3122.059333,15,0,0,80,0.8,0,0,0,0
365,12/31/20,3589.881333,18.66666667,0,0,80,0.8,0,0,0,0
366,1/1/21,3643.617333,19.73333333,0,0,80.66666667,0.933333333,0,0,0,0
367,1/2/21,1672.244,22.53333333,0,0,80.66666667,0.933333333,0,0,0,0
368,1/3/21,1701.166,31.33333333,0,0,84.66666667,1.733333333,0,0,0,0
369,1/4/21,1781.295333,37.66666667,0,0,84.66666667,1.733333333,0,0,0,0
370,1/5/21,1779.591333,41.66666667,0,0,84.66666667,1.733333333,0,0,0,0
371,1/6/21,1851.942667,45.33333333,0,0,87.33333333,2.266666667,0,0,0,0
372,1/7/21,1847.829333,47.33333333,0,0,87.33333333,2.266666667,0,0,0,0
373,1/8/21,1761.136667,49.53333333,0,0,91.33333333,3.066666667,0,0,0,0
374,1/9/21,1721.768,49.53333333,0,0,91.33333333,3.066666667,0,0,0,0
375,1/10/21,1659.086667,50.06666667,0,0,91.33333333,3.066666667,0,0,0,0
376,1/11/21,1636.499333,51.06666667,0.970666667,0.466666667,91.33333333,3.066666667,0,0,0,0
377,1/12/21,1683.063333,50.8,0.970666667,0.466666667,91.33333333,3.066666667,0,0,0,0
378,1/13/21,1385.898667,50.2,0.970666667,0.466666667,11.33333333,2.266666667,0,0,0,0
379,1/14/21,1109.921333,49.53333333,0.970666667,0.466666667,11.33333333,2.266666667,0,0,0,0
380,1/15/21,611.26,46.2,0.970666667,0.466666667,11.33333333,2.266666667,0,0,0,0
381,1/16/21,557.95,45.53333333,0.970666667,0.466666667,10.66666667,2.133333333,0,0,0,0
382,1/17/21,525.0886667,42.73333333,0.970666667,0.466666667,10.66666667,2.133333333,0,0,0,0
383,1/18/21,516.5946667,34.53333333,0.970666667,0.466666667,6.666666667,1.333333333,0,0,0,0
384,1/19/21,458.252,28.73333333,0.970666667,0.466666667,6.666666667,1.333333333,0,0,0,0
385,1/20/21,429.962,24.53333333,0.970666667,0.466666667,6.666666667,1.333333333,0,0,0,0
386,1/21/21,345.6966667,20.4,0.970666667,0.466666667,4,0.8,0,0,0,0
387,1/22/21,299.326,17.33333333,0.970666667,0.466666667,4,0.8,0,0,0,0
388,1/23/21,291.2606667,14.8,0.970666667,0.466666667,0,0,0,0,0,0
389,1/24/21,281.6573333,13.93333333,0.970666667,0.466666667,0,0,0,0,0,0
390,1/25/21,263.4833333,13,0.970666667,0.466666667,0,0,0,0,0,0
391,1/26/21,249.058,11.46666667,0,0,0,0,0,0,0,0
392,1/27/21,523.1626667,11.4,0,0,0,0,0,0,0,0
393,1/28/21,520.764,11.13333333,0,0,0,0,0,0,0,0
394,1/29/21,512.432,10.6,0,0,0,0,0,0,0,0
395,1/30/21,514.37,10.66666667,0,0,7.666666667,0.8,0,0,0,0
396,1/31/21,525.5513333,10.46666667,0,0,7.666666667,0.8,0,0,0,0
397,2/1/21,513.4126667,10.4,0,0,7.666666667,0.8,0,0,0,0
398,2/2/21,488.5946667,9,0,0,7.666666667,0.8,0,0,0,0
399,2/3/21,556.162,9.066666667,0,0,74.33333333,1.466666667,0,0,0,0
400,2/4/21,863.4546667,8.6,0,0,74.33333333,1.466666667,0,0,0,0
401,2/5/21,873.8953333,9.266666667,0,0,89,2.2,0,0,0,0
402,2/6/21,871.5406667,9,0,0,89,2.2,0,0,0,0
403,2/7/21,869.8813333,8.466666667,0,0,89,2.2,0,0,0,0
404,2/8/21,861.8386667,8.2,0,0,89,2.2,0,0,0,0
405,2/9/21,850.3846667,7.666666667,0,0,89,2.2,0,0,0,0
406,2/10/21,866.8586667,8.2,0,0,91.66666667,2.466666667,0,0,0,0
407,2/11/21,513.8513333,7.666666667,0,0,91.66666667,2.466666667,0,0,0,0
408,2/12/21,589.32,7.866666667,0,0,165,3.2,0,0,0,0
409,2/13/21,599.068,7.8,0,0,165,3.2,0,0,0,0
410,2/14/21,605.3066667,6.866666667,0,0,157.3333333,2.4,0,0,0,0
411,2/15/21,595.6993333,6.733333333,0,0,157.3333333,2.4,0,0,0,0
412,2/16/21,606.1026667,7.4,0,0,159.5333333,3.133333333,0,0,0,0
413,2/17/21,613.0266667,7.533333333,0,0,159.5333333,3.133333333,0,0,0,0
414,2/18/21,524.806,6.666666667,0,0,92.86666667,2.466666667,0,0,0,0
415,2/19/21,217.4466667,6.6,0,0,92.86666667,2.466666667,0,0,0,0
416,2/20/21,199.7306667,5.666666667,0,0,78.2,1.733333333,0,0,0,0
417,2/21/21,199.416,5.6,0,0,78.2,1.733333333,0,0,0,0
418,2/22/21,197.564,5.466666667,0,0,78.2,1.733333333,0,0,0,0
419,2/23/21,197.0733333,5.333333333,0,0,78.2,1.733333333,0,0,0,0
420,2/24/21,195.9966667,5.333333333,0,0,78.2,1.733333333,0,0,0,0
421,2/25/21,186.756,4.733333333,0,0,75.53333333,1.466666667,0,0,0,0
422,2/26/21,186.1206667,4.866666667,0,0,75.53333333,1.466666667,0,0,0,0
423,2/27/21,106.48,4.4,0.266666667,0.266666667,2.2,0.733333333,0,0,0,0
424,2/28/21,97.906,4.4,0.266666667,0.266666667,2.2,0.733333333,0,0,0,0
425,3/1/21,83.89866667,4.333333333,0.266666667,0.266666667,2.2,0.733333333,0,0,0,0
426,3/2/21,80.032,4.066666667,0.266666667,0.266666667,2.2,0.733333333,0,0,0,0
427,3/3/21,75.01733333,3.133333333,0.266666667,0.266666667,0,0,0,0,0,0
428,3/4/21,68.02666667,2.933333333,0.266666667,0.266666667,0,0,0,0,0,0
429,3/5/21,61.96,2.666666667,0.266666667,0.266666667,0,0,0,0,0,0
430,3/6/21,47.44533333,2.6,0.266666667,0.266666667,0,0,0,0,0,0
431,3/7/21,52.37133333,2.733333333,0.266666667,0.266666667,0,0,0,0,0,0
432,3/8/21,57.85466667,2.866666667,0.266666667,0.266666667,0,0,0,0,0,0
433,3/9/21,57.69533333,2.733333333,0.266666667,0.266666667,0,0,0,0,0,0
434,3/10/21,59.362,2.733333333,0.266666667,0.266666667,0,0,0,0,0,0
435,3/11/21,57.62866667,2.6,0.266666667,0.266666667,0,0,0,0,0,0
436,3/12/21,42.69533333,2.533333333,0.266666667,0.266666667,0,0,0,0,0,0
437,3/13/21,44.17133333,2.266666667,0.266666667,0.266666667,0,0,0,0,0,0
438,3/14/21,44.384,1.933333333,0,0,0,0,0,0,0,0
439,3/15/21,43.18,1.866666667,0,0,0,0,0,0,0,0
440,3/16/21,60.52066667,2.466666667,0,0,16.66666667,0.666666667,0,0,0,0
441,3/17/21,81.71666667,3.4,0,0,17.33333333,1.333333333,0,0,0,0
442,3/18/21,73.426,3.333333333,0,0,17.33333333,1.333333333,0,0,0,0
443,3/19/21,73.55933333,3.466666667,0,0,17.33333333,1.333333333,0,0,0,0
444,3/20/21,74.3,3.466666667,0,0,17.33333333,1.333333333,0,0,0,0
445,3/21/21,73.44066667,3.466666667,0,0,17.33333333,1.333333333,0,0,0,0
446,3/22/21,70.15533333,3.4,0,0,17.33333333,1.333333333,0,0,0,0
447,3/23/21,117.9126667,3.333333333,0,0,17.33333333,1.333333333,0,0,0,0
448,3/24/21,118.0026667,3.4,0,0,17.33333333,1.333333333,0,0,0,0
449,3/25/21,113.0026667,3.333333333,0,0,17.33333333,1.333333333,0,0,0,0
450,3/26/21,211.4226667,3.733333333,0,0,115.2213333,1.666666667,0,0,0,0
451,3/27/21,211.0966667,3.666666667,0,0,115.888,1.733333333,0,0,0,0
452,3/28/21,207.4993333,3.666666667,0.069333333,0.066666667,116.2213333,1.8,0,0,0,0
453,3/29/21,206.166,3.6,0.300666667,0.133333333,116.2213333,1.8,0,0,0,0
454,3/30/21,199.3466667,3.533333333,0.37,0.2,116.2213333,1.8,0,0,0,0
455,3/31/21,182.854,3,0.477333333,0.266666667,101.288,1.266666667,0,0,0,0
456,4/1/21,159.9913333,2,0.477333333,0.266666667,102.288,0.666666667,0,0,0,0
457,4/2/21,160.006,1.8,0.477333333,0.266666667,102.6213333,0.733333333,0,0,0,0
458,4/3/21,159.8726667,1.666666667,0.477333333,0.266666667,102.6213333,0.733333333,0,0,0,0
459,4/4/21,179.3726667,2.466666667,0.477333333,0.266666667,119.6213333,1.466666667,0,0,0,0
460,4/5/21,179.306,2.4,0.477333333,0.266666667,119.6213333,1.466666667,0,0,0,0
461,4/6/21,177.6393333,2.333333333,0.477333333,0.266666667,119.6213333,1.466666667,0,0,0,0
462,4/7/21,135.88,2.266666667,0.477333333,0.266666667,119.6213333,1.466666667,0,0,0,0
463,4/8/21,137.1233333,2.333333333,0.477333333,0.266666667,119.6213333,1.466666667,0,0,0,0
464,4/9/21,150.4566667,2.4,0.477333333,0.266666667,119.6213333,1.466666667,0,0,0,0
465,4/10/21,52.03666667,2,0.477333333,0.266666667,21.73333333,1.133333333,0,0,0,0
466,4/11/21,66.88866667,2.8,0.57,0.333333333,36.06666667,1.733333333,0,0,0,0
467,4/12/21,77.514,2.933333333,4.195333333,0.4,43.06666667,1.8,0,0,0,0
468,4/13/21,91.054,5.733333333,7.735333333,2.933333333,53.06666667,2.066666667,0,0,0,0
469,4/14/21,149.5293333,6.4,8.210666667,3.333333333,77.73333333,2.266666667,0,0,0,0
470,4/15/21,154.7,6.533333333,8.448,3.533333333,82.66666667,2.2,0,0,0,0
471,4/16/21,154.6026667,7.533333333,10.01733333,4.6,81,2.133333333,0,0,0,0
472,4/17/21,164.726,8.6,10.474,5,90.66666667,2.8,0,0,0,0
473,4/18/21,165.204,9,10.952,5.4,90.66666667,2.8,0,0,0,0
474,4/19/21,146.2706667,9,11.01866667,5.466666667,75,2.866666667,0,0,0,0
